VM Name,cpu_usage,memory_usage,latency,timestamp
VM0,49,71,63.295,2025-05-05 19:00:00
VM0,90,83,88.292,2025-05-05 20:00:00
VM0,58,47,91.177,2025-05-05 21:00:00
VM0,25,51,136.285,2025-05-05 22:00:00
VM0,33,6,22.667,2025-05-06 00:00:00
VM0,50,29,115.87,2025-05-06 01:00:00
VM0,99,5,62.891,2025-05-06 02:00:00
VM0,28,91,14.863,2025-05-06 03:00:00
VM0,34,45,98.555,2025-05-06 04:00:00
VM0,62,77,137.872,2025-05-06 05:00:00
VM0,28,52,195.097,2025-05-06 06:00:00
VM0,27,5,53.478,2025-05-06 07:00:00
VM0,91,5,133.545,2025-05-06 08:00:00
VM0,22,28,25.086,2025-05-06 09:00:00
VM0,19,28,181.564,2025-05-06 10:00:00
VM0,3,67,96.61,2025-05-06 11:00:00
VM0,34,89,0.692,2025-05-06 12:00:00
VM0,81,28,181.482,2025-05-06 13:00:00
VM0,92,93,107.672,2025-05-06 14:00:00
VM0,8,35,104.993,2025-05-06 15:00:00
VM0,65,25,170.24,2025-05-06 16:00:00
VM0,63,66,26.445,2025-05-06 17:00:00
VM0,11,94,115.245,2025-05-06 18:00:00
VM0,13,31,109.312,2025-05-06 19:00:00
VM0,94,95,177.161,2025-05-06 20:00:00
VM0,5,77,97.721,2025-05-06 21:00:00
VM0,92,36,18.403,2025-05-06 22:00:00
VM0,17,41,6.171,2025-05-07 00:00:00
VM0,43,4,63.396,2025-05-07 01:00:00
VM0,82,45,116.491,2025-05-07 02:00:00
VM0,66,39,171.492,2025-05-07 03:00:00
VM0,39,48,156.988,2025-05-07 04:00:00
VM0,82,57,169.722,2025-05-07 05:00:00
VM0,20,11,143.564,2025-05-07 06:00:00
VM0,60,10,167.77,2025-05-07 07:00:00
VM0,50,3,151.537,2025-05-07 08:00:00
VM0,38,29,3.349,2025-05-07 09:00:00
VM0,79,4,167.495,2025-05-07 10:00:00
VM0,40,99,175.302,2025-05-07 11:00:00
VM0,0,84,17.692,2025-05-07 12:00:00
VM0,77,1,87.541,2025-05-07 13:00:00
VM0,78,42,4.653,2025-05-07 14:00:00
VM0,65,89,192.863,2025-05-07 15:00:00
VM0,99,90,128.451,2025-05-07 16:00:00
VM0,4,60,133.861,2025-05-07 17:00:00
VM0,84,28,111.277,2025-05-07 18:00:00
VM0,20,81,65.768,2025-05-07 19:00:00
VM0,82,29,92.609,2025-05-07 20:00:00
VM0,52,67,83.09,2025-05-07 21:00:00
VM0,67,81,146.834,2025-05-07 22:00:00
VM0,88,46,146.267,2025-05-08 00:00:00
VM0,98,26,126.594,2025-05-08 01:00:00
VM0,99,90,184.805,2025-05-08 02:00:00
VM0,82,77,16.352,2025-05-08 03:00:00
VM0,4,73,86.546,2025-05-08 04:00:00
VM0,44,84,114.037,2025-05-08 05:00:00
VM0,76,78,198.681,2025-05-08 06:00:00
VM0,3,97,106.354,2025-05-08 07:00:00
VM0,69,45,156.419,2025-05-08 08:00:00
VM0,87,40,161.56,2025-05-08 09:00:00
VM0,63,6,1.788,2025-05-08 10:00:00
VM0,16,12,4.301,2025-05-08 11:00:00
VM0,46,86,119.197,2025-05-08 12:00:00
VM0,100,65,55.673,2025-05-08 13:00:00
VM0,61,35,79.342,2025-05-08 14:00:00
VM0,53,93,18.465,2025-05-08 15:00:00
VM0,51,39,102.1,2025-05-08 16:00:00
VM0,25,27,74.725,2025-05-08 17:00:00
VM0,82,31,84.283,2025-05-08 18:00:00
VM0,50,83,36.037,2025-05-08 19:00:00
VM0,35,7,191.318,2025-05-08 20:00:00
VM0,61,4,159.647,2025-05-08 21:00:00
VM0,56,49,24.491,2025-05-08 22:00:00
VM0,23,24,39.215,2025-05-09 00:00:00
VM0,27,71,12.604,2025-05-09 01:00:00
VM0,39,78,124.89,2025-05-09 02:00:00
VM0,2,79,13.45,2025-05-09 03:00:00
VM0,17,92,4.717,2025-05-09 04:00:00
VM0,13,96,142.502,2025-05-09 05:00:00
VM0,4,30,62.401,2025-05-09 06:00:00
VM0,85,10,142.455,2025-05-09 07:00:00
VM0,57,23,130.063,2025-05-09 08:00:00
VM0,52,39,48.71,2025-05-09 09:00:00
VM0,10,43,71.429,2025-05-09 10:00:00
VM0,45,90,98.719,2025-05-09 11:00:00
VM0,31,1,161.298,2025-05-09 12:00:00
VM0,6,51,56.521,2025-05-09 13:00:00
VM0,75,25,97.418,2025-05-09 14:00:00
VM0,81,58,191.003,2025-05-09 15:00:00
VM0,1,63,158.952,2025-05-09 16:00:00
VM0,55,13,142.36,2025-05-09 17:00:00
VM0,28,20,171.637,2025-05-09 18:00:00
VM0,20,28,174.647,2025-05-09 19:00:00
VM0,86,40,128.367,2025-05-09 20:00:00
VM0,63,89,48.296,2025-05-09 21:00:00
VM0,73,42,100.901,2025-05-09 22:00:00
VM0,28,30,129.066,2025-05-10 00:00:00
VM0,51,86,130.389,2025-05-10 01:00:00
VM0,10,3,180.135,2025-05-10 02:00:00
VM0,6,32,151.943,2025-05-10 03:00:00
VM0,21,78,170.781,2025-05-10 04:00:00
VM0,5,100,79.701,2025-05-10 05:00:00
VM0,38,28,63.922,2025-05-10 06:00:00
VM0,61,77,189.772,2025-05-10 07:00:00
VM0,79,39,139.704,2025-05-10 08:00:00
VM0,94,83,166.635,2025-05-10 09:00:00
VM0,46,48,199.252,2025-05-10 10:00:00
VM0,20,1,49.423,2025-05-10 11:00:00
VM0,25,64,49.747,2025-05-10 12:00:00
VM0,92,4,28.961,2025-05-10 13:00:00
VM0,83,36,83.507,2025-05-10 14:00:00
VM0,68,1,185.641,2025-05-10 15:00:00
VM0,76,67,32.04,2025-05-10 16:00:00
VM0,61,28,29.228,2025-05-10 17:00:00
VM0,88,45,145.714,2025-05-10 18:00:00
VM0,36,40,124.601,2025-05-10 19:00:00
VM0,84,62,97.23,2025-05-10 20:00:00
VM0,97,5,104.594,2025-05-10 21:00:00
VM0,34,87,67.396,2025-05-10 22:00:00
VM0,41,38,65.172,2025-05-11 00:00:00
VM0,98,3,155.404,2025-05-11 01:00:00
VM0,93,61,12.373,2025-05-11 02:00:00
VM0,70,77,87.083,2025-05-11 03:00:00
VM0,46,45,15.796,2025-05-11 04:00:00
VM0,0,96,129.376,2025-05-11 05:00:00
VM0,89,71,172.58,2025-05-11 06:00:00
VM0,43,17,132.547,2025-05-11 07:00:00
VM0,68,59,14.184,2025-05-11 08:00:00
VM0,64,90,11.169,2025-05-11 09:00:00
VM0,20,85,57.64,2025-05-11 10:00:00
VM0,60,6,185.124,2025-05-11 11:00:00
VM0,7,17,122.661,2025-05-11 12:00:00
VM0,93,87,77.86,2025-05-11 13:00:00
VM0,24,63,175.444,2025-05-11 14:00:00
VM0,11,42,86.121,2025-05-11 15:00:00
VM0,1,65,128.729,2025-05-11 16:00:00
VM0,80,97,134.524,2025-05-11 17:00:00
VM0,88,40,137.095,2025-05-11 18:00:00
VM0,1,46,53.357,2025-05-11 19:00:00
VM0,56,73,65.373,2025-05-11 20:00:00
VM0,3,16,170.259,2025-05-11 21:00:00
VM0,95,5,133.616,2025-05-11 22:00:00
VM0,11,65,134.415,2025-05-12 00:00:00
VM0,85,60,193.94,2025-05-12 01:00:00
VM0,74,53,181.383,2025-05-12 02:00:00
VM0,51,96,191.619,2025-05-12 03:00:00
VM0,67,21,63.835,2025-05-12 04:00:00
VM0,27,83,38.667,2025-05-12 05:00:00
VM0,94,10,130.684,2025-05-12 06:00:00
VM0,51,55,71.152,2025-05-12 07:00:00
VM0,20,85,124.817,2025-05-12 08:00:00
VM0,10,79,88.471,2025-05-12 09:00:00
VM0,81,21,56.499,2025-05-12 10:00:00
VM0,89,57,61.35,2025-05-12 11:00:00
VM0,55,81,166.692,2025-05-12 12:00:00
VM0,76,47,90.801,2025-05-12 13:00:00
VM0,84,26,25.197,2025-05-12 14:00:00
VM0,83,80,4.916,2025-05-12 15:00:00
VM0,96,29,156.254,2025-05-12 16:00:00
VM0,6,63,164.824,2025-05-12 17:00:00
VM0,32,9,23.042,2025-05-12 18:00:00
VM0,46,8,152.003,2025-05-12 19:00:00
VM0,6,67,168.68,2025-05-12 20:00:00
VM0,68,61,113.569,2025-05-12 21:00:00
VM0,71,21,161.566,2025-05-12 22:00:00
VM0,46,74,38.585,2025-05-13 00:00:00
VM0,98,38,198.649,2025-05-13 01:00:00
VM0,33,54,15.153,2025-05-13 02:00:00
VM0,94,63,73.131,2025-05-13 03:00:00
VM0,16,79,54.31,2025-05-13 04:00:00
VM0,96,77,128.624,2025-05-13 05:00:00
VM0,38,20,42.98,2025-05-13 06:00:00
VM0,19,54,34.523,2025-05-13 07:00:00
VM0,59,77,94.561,2025-05-13 08:00:00
VM0,78,38,15.806,2025-05-13 09:00:00
VM0,88,6,196.882,2025-05-13 10:00:00
VM0,79,70,181.404,2025-05-13 11:00:00
VM0,100,89,82.743,2025-05-13 12:00:00
VM0,100,65,52.103,2025-05-13 13:00:00
VM0,25,2,170.437,2025-05-13 14:00:00
VM0,72,21,92.807,2025-05-13 15:00:00
VM0,21,39,199.682,2025-05-13 16:00:00
VM0,90,42,103.295,2025-05-13 17:00:00
VM0,19,55,165.986,2025-05-13 18:00:00
VM0,54,36,190.189,2025-05-13 19:00:00
VM0,19,54,73.562,2025-05-13 20:00:00
VM0,46,98,41.526,2025-05-13 21:00:00
VM0,98,23,146.933,2025-05-13 22:00:00
VM0,33,22,156.883,2025-05-14 00:00:00
VM0,76,38,30.467,2025-05-14 01:00:00
VM0,71,17,126.324,2025-05-14 02:00:00
VM0,16,59,49.641,2025-05-14 03:00:00
VM0,99,31,54.956,2025-05-14 04:00:00
VM0,89,22,47.93,2025-05-14 05:00:00
VM0,18,31,126.048,2025-05-14 06:00:00
VM0,74,19,137.614,2025-05-14 07:00:00
VM0,86,99,5.966,2025-05-14 08:00:00
VM0,37,98,70.529,2025-05-14 09:00:00
VM0,57,40,13.538,2025-05-14 10:00:00
VM0,85,98,6.682,2025-05-14 11:00:00
VM0,21,74,46.405,2025-05-14 12:00:00
VM0,54,10,150.141,2025-05-14 13:00:00
VM0,80,37,82.497,2025-05-14 14:00:00
VM0,40,29,48.814,2025-05-14 15:00:00
VM0,49,57,72.922,2025-05-14 16:00:00
VM0,92,57,141.496,2025-05-14 17:00:00
VM0,1,5,34.538,2025-05-14 18:00:00
VM0,14,0,97.629,2025-05-14 19:00:00
VM0,34,14,110.209,2025-05-14 20:00:00
VM0,45,38,124.863,2025-05-14 21:00:00
VM0,79,79,51.02,2025-05-14 22:00:00
VM0,78,57,93.902,2025-05-15 00:00:00
VM0,42,87,164.712,2025-05-15 01:00:00
VM0,9,97,151.511,2025-05-15 02:00:00
VM0,76,98,15.362,2025-05-15 03:00:00
VM0,96,97,77.27,2025-05-15 04:00:00
VM0,4,87,11.684,2025-05-15 05:00:00
VM0,6,48,161.849,2025-05-15 06:00:00
VM0,32,1,80.189,2025-05-15 07:00:00
VM0,61,82,70.761,2025-05-15 08:00:00
VM0,55,82,104.402,2025-05-15 09:00:00
VM0,33,82,198.481,2025-05-15 10:00:00
VM0,48,58,147.407,2025-05-15 11:00:00
VM0,28,42,3.96,2025-05-15 12:00:00
VM0,47,10,75.063,2025-05-15 13:00:00
VM0,19,45,31.713,2025-05-15 14:00:00
VM0,93,39,192.195,2025-05-15 15:00:00
VM0,9,24,42.913,2025-05-15 16:00:00
VM0,27,92,159.649,2025-05-15 17:00:00
VM0,52,7,29.936,2025-05-15 18:00:00
VM0,44,68,128.218,2025-05-15 19:00:00
VM0,34,94,154.595,2025-05-15 20:00:00
VM0,59,72,40.449,2025-05-15 21:00:00
VM0,64,33,196.326,2025-05-15 22:00:00
VM0,69,28,128.133,2025-05-16 00:00:00
VM0,89,87,139.655,2025-05-16 01:00:00
VM0,6,100,138.966,2025-05-16 02:00:00
VM0,72,57,22.158,2025-05-16 03:00:00
VM0,22,76,148.087,2025-05-16 04:00:00
VM0,95,14,191.164,2025-05-16 05:00:00
VM0,25,87,48.738,2025-05-16 06:00:00
VM0,51,46,44.971,2025-05-16 07:00:00
VM0,71,48,197.047,2025-05-16 08:00:00
VM0,46,47,134.608,2025-05-16 09:00:00
VM0,37,55,138.205,2025-05-16 10:00:00
VM0,0,63,126.329,2025-05-16 11:00:00
VM0,70,14,92.092,2025-05-16 12:00:00
VM0,4,75,54.576,2025-05-16 13:00:00
VM0,86,64,162.366,2025-05-16 14:00:00
VM0,68,12,166.049,2025-05-16 15:00:00
VM0,12,18,176.117,2025-05-16 16:00:00
VM0,77,2,28.134,2025-05-16 17:00:00
VM0,54,61,40.573,2025-05-16 18:00:00
VM0,24,81,4.685,2025-05-16 19:00:00
VM0,49,14,143.608,2025-05-16 20:00:00
VM0,15,20,146.647,2025-05-16 21:00:00
VM0,80,27,61.023,2025-05-16 22:00:00
VM0,71,53,51.783,2025-05-17 00:00:00
VM0,48,53,58.645,2025-05-17 01:00:00
VM0,14,4,45.881,2025-05-17 02:00:00
VM0,53,45,64.562,2025-05-17 03:00:00
VM0,10,98,54.95,2025-05-17 04:00:00
VM0,15,63,135.759,2025-05-17 05:00:00
VM0,22,67,8.897,2025-05-17 06:00:00
VM0,22,15,60.428,2025-05-17 07:00:00
VM0,0,100,13.375,2025-05-17 08:00:00
VM0,16,97,139.215,2025-05-17 09:00:00
VM0,19,38,160.828,2025-05-17 10:00:00
VM0,5,61,196.997,2025-05-17 11:00:00
VM0,19,78,184.021,2025-05-17 12:00:00
VM0,1,23,133.203,2025-05-17 13:00:00
VM0,78,64,7.718,2025-05-17 14:00:00
VM0,52,6,82.284,2025-05-17 15:00:00
VM0,45,49,30.277,2025-05-17 16:00:00
VM0,78,10,55.396,2025-05-17 17:00:00
VM0,96,64,176.111,2025-05-17 18:00:00
VM0,100,1,70.349,2025-05-17 19:00:00
VM0,14,3,192.434,2025-05-17 20:00:00
VM0,29,10,135.671,2025-05-17 21:00:00
VM0,63,65,140.681,2025-05-17 22:00:00
VM0,65,70,24.043,2025-05-18 00:00:00
VM0,3,98,170.323,2025-05-18 01:00:00
VM0,1,73,199.833,2025-05-18 02:00:00
VM0,23,36,147.031,2025-05-18 03:00:00
VM0,71,23,37.214,2025-05-18 04:00:00
VM0,63,47,188.425,2025-05-18 05:00:00
VM0,60,20,111.417,2025-05-18 06:00:00
VM0,2,12,168.6,2025-05-18 07:00:00
VM0,7,11,35.134,2025-05-18 08:00:00
VM0,41,32,98.608,2025-05-18 09:00:00
VM0,10,90,38.848,2025-05-18 10:00:00
VM0,99,68,34.05,2025-05-18 11:00:00
VM0,37,89,74.783,2025-05-18 12:00:00
VM0,66,91,1.599,2025-05-18 13:00:00
VM0,92,76,27.178,2025-05-18 14:00:00
VM0,38,54,76.765,2025-05-18 15:00:00
VM0,46,90,41.539,2025-05-18 16:00:00
VM0,5,34,179.334,2025-05-18 17:00:00
VM0,99,4,104.744,2025-05-18 18:00:00
VM0,39,51,150.054,2025-05-18 19:00:00
VM0,41,68,69.91,2025-05-18 20:00:00
VM0,53,16,27.314,2025-05-18 21:00:00
VM0,45,25,102.552,2025-05-18 22:00:00
VM0,80,40,166.847,2025-05-19 00:00:00
VM0,26,25,76.253,2025-05-19 01:00:00
VM0,12,36,193.343,2025-05-19 02:00:00
VM0,93,56,24.585,2025-05-19 03:00:00
VM0,78,0,157.126,2025-05-19 04:00:00
VM0,41,78,13.265,2025-05-19 05:00:00
VM0,23,34,101.383,2025-05-19 06:00:00
VM0,91,8,184.639,2025-05-19 07:00:00
VM0,68,11,63.449,2025-05-19 08:00:00
VM0,16,18,30.685,2025-05-19 09:00:00
VM0,71,26,15.435,2025-05-19 10:00:00
VM0,55,13,66.558,2025-05-19 11:00:00
VM0,43,7,139.035,2025-05-19 12:00:00
VM0,89,56,75.563,2025-05-19 13:00:00
VM0,6,73,166.178,2025-05-19 14:00:00
VM0,73,67,95.326,2025-05-19 15:00:00
VM0,74,73,45.101,2025-05-19 16:00:00
VM0,4,19,81.537,2025-05-19 17:00:00
VM0,96,67,57.645,2025-05-19 18:00:00
VM0,46,99,82.642,2025-05-19 19:00:00
VM0,100,100,196.609,2025-05-19 20:00:00
VM0,86,44,160.685,2025-05-19 21:00:00
VM0,84,31,81.081,2025-05-19 22:00:00
VM0,91,17,103.568,2025-05-20 00:00:00
VM0,94,81,84.849,2025-05-20 01:00:00
VM0,80,80,137.773,2025-05-20 02:00:00
VM0,35,38,113.465,2025-05-20 03:00:00
VM0,3,31,78.394,2025-05-20 04:00:00
VM0,90,81,35.627,2025-05-20 05:00:00
VM0,29,4,140.504,2025-05-20 06:00:00
VM0,33,76,2.994,2025-05-20 07:00:00
VM0,58,76,109.644,2025-05-20 08:00:00
VM0,78,85,122.388,2025-05-20 09:00:00
VM0,16,69,144.432,2025-05-20 10:00:00
VM0,77,53,191.856,2025-05-20 11:00:00
VM0,8,42,141.469,2025-05-20 12:00:00
VM0,59,27,56.382,2025-05-20 13:00:00
VM0,26,85,15.166,2025-05-20 14:00:00
VM0,93,68,51.389,2025-05-20 15:00:00
VM0,82,72,92.142,2025-05-20 16:00:00
VM0,27,1,113.877,2025-05-20 17:00:00
VM0,2,16,149.496,2025-05-20 18:00:00
VM0,47,49,168.275,2025-05-20 19:00:00
VM0,55,33,162.853,2025-05-20 20:00:00
VM0,23,70,88.91,2025-05-20 21:00:00
VM0,17,81,15.346,2025-05-20 22:00:00
VM0,20,11,168.249,2025-05-21 00:00:00
VM0,18,88,132.714,2025-05-21 01:00:00
VM0,66,8,55.607,2025-05-21 02:00:00
VM0,26,35,186.193,2025-05-21 03:00:00
VM0,80,53,125.994,2025-05-21 04:00:00
VM0,14,37,161.881,2025-05-21 05:00:00
VM0,74,89,120.06,2025-05-21 06:00:00
VM0,54,82,138.76,2025-05-21 07:00:00
VM0,8,71,116.917,2025-05-21 08:00:00
VM0,56,13,180.88,2025-05-21 09:00:00
VM0,50,29,33.27,2025-05-21 10:00:00
VM0,59,96,171.936,2025-05-21 11:00:00
VM0,19,38,99.29,2025-05-21 12:00:00
VM0,53,90,80.797,2025-05-21 13:00:00
VM0,74,4,52.822,2025-05-21 14:00:00
VM0,41,1,59.489,2025-05-21 15:00:00
VM0,71,79,54.795,2025-05-21 16:00:00
VM0,36,98,122.8,2025-05-21 17:00:00
VM0,54,26,69.769,2025-05-21 18:00:00
VM0,62,37,188.907,2025-05-21 19:00:00
VM0,64,3,185.86,2025-05-21 20:00:00
VM0,23,26,34.879,2025-05-21 21:00:00
VM0,100,45,167.986,2025-05-21 22:00:00
VM0,36,36,8.489,2025-05-22 00:00:00
VM0,53,73,4.982,2025-05-22 01:00:00
VM0,55,32,24.386,2025-05-22 02:00:00
VM0,73,42,147.806,2025-05-22 03:00:00
VM0,28,15,116.057,2025-05-22 04:00:00
VM0,74,55,145.878,2025-05-22 05:00:00
VM0,83,2,63.489,2025-05-22 06:00:00
VM0,56,31,97.054,2025-05-22 07:00:00
VM0,60,89,87.716,2025-05-22 08:00:00
VM0,96,73,100.89,2025-05-22 09:00:00
VM0,69,3,111.827,2025-05-22 10:00:00
VM0,77,45,104.273,2025-05-22 11:00:00
VM0,8,94,110.505,2025-05-22 12:00:00
VM0,95,92,102.114,2025-05-22 13:00:00
VM0,38,80,176.97,2025-05-22 14:00:00
VM0,93,80,119.399,2025-05-22 15:00:00
VM0,88,78,37.94,2025-05-22 16:00:00
VM0,54,90,43.424,2025-05-22 17:00:00
VM0,60,90,126.116,2025-05-22 18:00:00
VM0,70,81,68.442,2025-05-22 19:00:00
VM0,65,0,151.088,2025-05-22 20:00:00
VM0,50,47,9.917,2025-05-22 21:00:00
VM0,71,68,15.286,2025-05-22 22:00:00
VM0,90,50,66.859,2025-05-23 00:00:00
VM0,90,82,5.34,2025-05-23 01:00:00
VM0,7,36,92.674,2025-05-23 02:00:00
VM0,99,5,3.134,2025-05-23 03:00:00
VM0,99,29,42.475,2025-05-23 04:00:00
VM0,67,72,168.455,2025-05-23 05:00:00
VM0,76,16,112.49,2025-05-23 06:00:00
VM0,28,88,149.801,2025-05-23 07:00:00
VM0,90,55,58.243,2025-05-23 08:00:00
VM0,91,71,118.373,2025-05-23 09:00:00
VM0,85,44,144.363,2025-05-23 10:00:00
VM0,1,43,47.023,2025-05-23 11:00:00
VM0,79,54,30.784,2025-05-23 12:00:00
VM0,43,99,50.878,2025-05-23 13:00:00
VM0,83,23,172.482,2025-05-23 14:00:00
VM0,83,23,111.724,2025-05-23 15:00:00
VM0,73,13,190.543,2025-05-23 16:00:00
VM0,52,31,135.442,2025-05-23 17:00:00
VM0,16,12,184.911,2025-05-23 18:00:00
VM0,51,29,86.599,2025-05-23 19:00:00
VM0,3,41,68.285,2025-05-23 20:00:00
VM0,85,15,169.387,2025-05-23 21:00:00
VM0,32,39,108.13,2025-05-23 22:00:00
VM0,77,15,9.167,2025-05-24 00:00:00
VM0,29,45,7.125,2025-05-24 01:00:00
VM0,20,15,93.502,2025-05-24 02:00:00
VM0,92,13,162.788,2025-05-24 03:00:00
VM0,48,42,52.095,2025-05-24 04:00:00
VM0,47,10,10.712,2025-05-24 05:00:00
VM0,74,16,191.634,2025-05-24 06:00:00
VM0,97,98,3.44,2025-05-24 07:00:00
VM0,42,80,65.473,2025-05-24 08:00:00
VM0,64,75,113.978,2025-05-24 09:00:00
VM0,60,99,199.876,2025-05-24 10:00:00
VM0,40,60,50.149,2025-05-24 11:00:00
VM0,0,80,80.908,2025-05-24 12:00:00
VM0,76,28,165.929,2025-05-24 13:00:00
VM0,73,38,177.663,2025-05-24 14:00:00
VM0,89,77,80.652,2025-05-24 15:00:00
VM0,91,52,156.676,2025-05-24 16:00:00
VM0,27,75,173.22,2025-05-24 17:00:00
VM0,7,41,86.359,2025-05-24 18:00:00
VM0,45,35,160.555,2025-05-24 19:00:00
VM0,91,40,117.577,2025-05-24 20:00:00
VM0,71,53,63.158,2025-05-24 21:00:00
VM0,56,96,37.6,2025-05-24 22:00:00
VM0,12,9,21.96,2025-05-25 00:00:00
VM0,35,2,69.822,2025-05-25 01:00:00
VM0,34,38,93.788,2025-05-25 02:00:00
VM0,31,9,70.803,2025-05-25 03:00:00
VM0,38,91,44.345,2025-05-25 04:00:00
